no,str_link,str_land_num,str_land_type,str_land_area,str_land_surface,str_land_site,str_land_high_price,str_land_low_price,str_land_condition,str_land_date,str_land_count
1,1833270,17-7812,아파트,"서울특별시 종로구 익선동 55, 현대뜨레비앙 6층 627호",59.886㎡,42.01㎡,"240,000,000","240,000,000","신건
100%","2018.11.15
10:00","1,423"
2,1804610,17-3062,아파트,"서울특별시 도봉구 쌍문동 285-5, 동익파크아파트 3동 10층 1009호",59.886㎡,42.01㎡,"300,000,000","240,000,000","유찰1회
80%","2018.11.19
10:00","3,707"
3,1863171,17-8795,아파트,"서울특별시 송파구 방이동 51-4 외1필지, 효성올림픽카운티 14층 1406호",59.886㎡,42.01㎡,"393,000,000","393,000,000","신건
100%","2018.11.19
10:00","2,001"
4,1861410,17-8948,아파트,"서울특별시 성동구 응봉동 97, 대림2차아파트 103동 4층 402호",59.886㎡,42.01㎡,"433,000,000","433,000,000","신건
100%","2018.11.19
10:00","1,640"
5,1843721,17-104675,아파트,"서울특별시 노원구 공릉동 745, 동신아파트 102동 6층 604호",59.886㎡,42.01㎡,"312,000,000","312,000,000","신건
100%","2018.11.19
10:00",883
6,1864884,18-71,아파트,"서울특별시 광진구 자양동 227-7 외6필지, 더샵스타시티 디동 31층 3105호",59.886㎡,42.01㎡,"1,310,000,000","1,310,000,000","신건
100%","2018.11.19
10:00","1,339"
7,1887124,18-4055,아파트,"서울특별시 동대문구 장안동 372-8 외2필지, 청명에버아트3차 2층 에이201호",59.886㎡,42.01㎡,"336,000,000","215,040,000","유찰2회
64%","2018.11.19
10:00","4,384"
8,1902116,18-6457,아파트,"서울특별시 노원구 상계동 652, 상계주공아파트 1106동 2층 203호",59.886㎡,42.01㎡,"350,000,000","350,000,000","신건
100%","2018.11.19
10:00",859
9,1892856,18-102461,아파트,"서울특별시 노원구 공릉동 382-14, 신명아파트 1층 104호",59.886㎡,42.01㎡,"300,000,000","300,000,000","신건
100%","2018.11.19
10:00","1,047"
10,1905133,18-103778,아파트,"서울특별시 도봉구 방학동 271-4, 신동아아파트 31동 5층 505호",59.886㎡,42.01㎡,"430,000,000","430,000,000","신건
100%","2018.11.19
10:00",548
11,1911173,18-104276,아파트,"서울특별시 중랑구 신내동 618 외5필지, 동성아파트 14동 19층 1908호",59.886㎡,42.01㎡,"300,000,000","300,000,000","신건
100%","2018.11.19
10:00",696
12,1782025,16-53363,아파트,"서울특별시 서대문구 홍제동 322-87 외2필지, 풍진베이스타운 1층 102호",59.886㎡,42.01㎡,"350,000,000","350,000,000","신건
100%","2018.11.20
10:00","1,294"
13,1787925,17-46,아파트,"서울특별시 영등포구 대림동 1119, 대림동갑을명가아파트 102동 6층 604호",59.886㎡,42.01㎡,"420,000,000","420,000,000","신건
100%","2018.11.20
10:00",976
14,1790156,17-50132,아파트,"서울특별시 서대문구 홍제동 453, 무악청구아파트 102동 1층 105호",59.886㎡,42.01㎡,"420,000,000","420,000,000","신건
100%","2018.11.20
10:00","1,660"
15,1858081,17-54080,아파트,"서울특별시 용산구 한강로3가 65-230 외5필지, 한강대우트럼프월드3 20층 101-2302호",59.886㎡,42.01㎡,"1,590,000,000","1,272,000,000","유찰1회
80%","2018.11.20
10:00","7,411"
16,1874633,18-639,아파트,"서울특별시 은평구 구산동 546, 이-편한세상2단지아파트 201동 4층 402호",59.886㎡,42.01㎡,"349,000,000","279,200,000","유찰1회
80%","2018.11.20
10:00","5,032"
17,1884078,18-2017,아파트,"서울특별시 용산구 한강로3가 63-389, 용산시티파크 1단지 9층 101-903호",59.886㎡,42.01㎡,"1,810,000,000","1,810,000,000","신건
100%","2018.11.20
10:00","1,156"
18,1887823,18-2390,아파트,"서울특별시 은평구 갈현동 465-12, 동광갈현베르빌 18층 1807호",59.886㎡,42.01㎡,"566,000,000","452,800,000","유찰1회
80%","2018.11.20
10:00","2,137"
19,1882584,18-2599,아파트,"서울특별시 양천구 신월동 350-2, 신안파크아파트 11동 5층 505호",59.886㎡,42.01㎡,"157,000,000","157,000,000","신건
100%","2018.11.21
10:00",653
20,1883327,18-2667,아파트,"서울특별시 구로구 구로동 685-124, 중앙구로하이츠아파트 5동 14층 1405호",59.886㎡,42.01㎡,"428,000,000","428,000,000","신건
100%","2018.11.21
10:00",608
21,1844827,17-9122,아파트,"서울특별시 서초구 서초동 1330, 서초동삼성쉐르빌2 14층 1401호",59.886㎡,42.01㎡,"600,000,000","600,000,000","신건
100%","2018.11.22
10:00","1,397"
22,1864009,17-12302,아파트,"서울특별시 서초구 서초동 1330-16 외1필지, 나산스위트아파트 10층 1002호",59.886㎡,42.01㎡,"800,000,000","640,000,000","유찰1회
80%","2018.11.22
10:00","6,889"
23,1865138,18-245,아파트,"서울특별시 서초구 잠원동 157, 동아아파트 103동 15층 1507호",59.886㎡,42.01㎡,"711,000,000","711,000,000","신건
100%","2018.11.22
10:00","2,754"
24,1744163,16-8305,아파트,"서울특별시 노원구 상계동 1297, 상록수2단지아파트 201동 5층 502호",59.886㎡,42.01㎡,"305,000,000","305,000,000","신건
100%","2018.11.26
10:00",497
25,1752700,16-10247,아파트,"서울특별시 성북구 정릉동 239 외2필지, 정릉풍림아이원 122동 2층 202호",59.886㎡,42.01㎡,"307,000,000","245,600,000","유찰1회
80%","2018.11.26
10:00","5,338"
26,1848025,17-7259,아파트,"서울특별시 강동구 길동 343-2, 현대웰하임2단지 1층 106호",59.886㎡,42.01㎡,"93,000,000","74,400,000","유찰1회
80%","2018.11.26
10:00","2,755"
27,1852090,17-7518,아파트,"서울특별시 성동구 옥수동 250, 옥수삼성아파트 107동 16층 1606호",59.886㎡,42.01㎡,"820,000,000","820,000,000","신건
100%","2018.11.26
10:00","1,292"
28,1858947,17-8474,아파트,"서울특별시 송파구 신천동 7-18, 롯데캐슬골드 35층 102-3503호",59.886㎡,42.01㎡,"4,010,000,000","4,010,000,000","신건
100%","2018.11.26
10:00",649
29,1856525,17-12066,아파트,"서울특별시 노원구 상계동 6구역 52블럭1롯트, 불암신기 102동 5층 502호",59.886㎡,42.01㎡,"494,000,000","316,160,000","유찰2회
64%","2018.11.26
10:00","3,766"
30,1853017,17-53641,아파트,"서울특별시 강동구 길동 388-7 외1필지, 다성이즈빌 9층 901호",59.886㎡,42.01㎡,"278,000,000","278,000,000","신건
100%","2018.11.26
10:00",330
31,1869910,18-675,아파트,"서울특별시 송파구 거여동 28, 쌍용스윗닷홈거여역1차 102동 6층 605호",114.91㎡,23.353㎡,"664,000,000","664,000,000","신건
100%","2018.11.26
10:00",988
32,1893502,18-3038,아파트,"서울특별시 중랑구 망우동 495, 한일써너스빌리젠시 2단지 7층 201-702호",114.91㎡,23.353㎡,"630,000,000","504,000,000","유찰1회
80%","2018.11.26
10:00","1,839"
33,1889402,18-4383,아파트,"서울특별시 노원구 중계동 515-2, 건영아파트 102동 12층 1206호",114.91㎡,23.353㎡,"400,000,000","400,000,000","신건
100%","2018.11.26
10:00","2,118"
34,1897216,"18-5744
(1)",아파트,"서울특별시 노원구 하계동 274, 청솔아파트 701동 10층 1001호",114.91㎡,23.353㎡,"232,000,000","232,000,000","신건
100%","2018.11.26
10:00",287
35,1930656,"18-5744
(2)",아파트,"서울특별시 노원구 하계동 274, 청솔아파트 702동 6층 609호",114.91㎡,23.353㎡,"232,000,000","232,000,000","신건
100%","2018.11.26
10:00",196
36,1905122,18-6792,아파트,"서울특별시 동대문구 장안동 415-14, 가우디캐슬 7층 702호",114.91㎡,23.353㎡,"223,000,000","178,400,000","유찰1회
80%","2018.11.26
10:00","2,832"
37,1877377,18-101130,아파트,"서울특별시 노원구 중계동 584-1, 삼창타워프라자 12층 1204호",114.91㎡,23.353㎡,"370,000,000","370,000,000","신건
100%","2018.11.26
10:00",269
38,1880347,18-101529,아파트,"서울특별시 동대문구 용두동 138-41, 두산베어스타워 13층 1303호",114.91㎡,23.353㎡,"321,000,000","256,800,000","유찰1회
80%","2018.11.26
10:00","3,641"
39,1903310,18-103563,아파트,"서울특별시 성북구 돈암동 524, 일신건영휴먼빌아파트 109동 18층1801호",114.91㎡,23.353㎡,"690,000,000","690,000,000","신건
100%","2018.11.26
10:00",422
40,1853024,17-8469,아파트,"서울특별시 은평구 불광동 8-51, 월드그린아파트 7층 701호",114.91㎡,23.353㎡,"319,000,000","255,200,000","유찰1회
80%","2018.11.27
10:00","2,979"
41,1864013,17-54783,아파트,"서울특별시 은평구 대조동 4-11, 벽산메트로시티 10층 1001호",114.91㎡,23.353㎡,"170,000,000","108,800,000","유찰2회
64%","2018.11.27
10:00","4,410"
42,1893623,18-2932,아파트,"서울특별시 은평구 대조동 89-258, 디안아파트 3층 305호",114.91㎡,23.353㎡,"170,000,000","136,000,000","유찰1회
80%","2018.11.27
10:00","1,231"
43,1906381,18-52425,아파트,"서울특별시 서대문구 남가좌동 377, 남가좌삼성아파트 108동 7층 703호",114.91㎡,23.353㎡,"470,000,000","470,000,000","신건
100%","2018.11.27
10:00",407
44,1862185,17-106128,아파트,"서울특별시 양천구 신정동 1278, 목동삼성아파트 103동 5층 502호",114.91㎡,23.353㎡,"648,000,000","648,000,000","신건
100%","2018.11.28
10:00",405
45,1869536,18-630,아파트,"서울특별시 구로구 개봉동 60-101, 거성푸르뫼아파트 101동 18층 1803호",114.91㎡,23.353㎡,"360,000,000","360,000,000","유찰1회
100%","2018.11.28
10:00","1,704"
46,1880029,18-2104,아파트,"서울특별시 중구 신당동 843 외3필지, 신당동삼성아파트 113동 11층 1102호",114.91㎡,23.353㎡,"743,000,000","743,000,000","신건
100%","2018.11.28
10:00",336
47,1897825,18-4582,아파트,"서울특별시 강남구 도곡동 467-6, 대림아크로빌 에이동 27층 2702호",114.91㎡,23.353㎡,"1,820,000,000","1,456,000,000","유찰1회
80%","2018.12.04
10:00","1,871"
48,1899602,18-4902,아파트,"서울특별시 강남구 삼성동 14-1 외1필지, 삼성동중앙하이츠빌리지 102동 1층 104호",114.91㎡,23.353㎡,"2,170,000,000","1,736,000,000","유찰1회
80%","2018.12.04
10:00","1,935"
49,1910342,18-104215,아파트,"서울특별시 서초구 서초동 1685-3, 아크로비스타 16층 에이-1601호",114.91㎡,23.353㎡,"1,710,000,000","1,368,000,000","유찰1회
80%","2018.12.04
10:00","1,805"
50,1909094,18-104253,아파트,"서울특별시 서초구 방배동 932-34 외2필지, 훼미리하우스 4층 405호",114.91㎡,23.353㎡,"419,000,000","335,200,000","유찰1회
80%","2018.12.04
10:00","2,750"
51,1877758,18-1800,아파트,"서울특별시 강서구 화곡동 924-10 외2필지, 스카이아파트 7층 702호",114.91㎡,23.353㎡,"194,000,000","124,160,000","유찰2회
64%","2018.12.05
10:00","3,712"
52,1878767,18-2173,아파트,"서울특별시 종로구 평창동 108 외1필지, 평창동롯데캐슬로잔 105동 5층 501호",114.91㎡,23.353㎡,"1,800,000,000","1,440,000,000","유찰1회
80%","2018.12.05
10:00","1,974"
53,1883923,18-101953,아파트,"서울특별시 영등포구 당산동 376 외1필지, 강변래미안 301동 13층 1301호",114.91㎡,23.353㎡,"745,000,000","596,000,000","유찰1회
80%","2018.12.05
10:00","3,644"
54,1899189,18-103379,아파트,"서울특별시 강서구 화곡동 161-7, 대호스카이빌 2층 201호",114.91㎡,23.353㎡,"246,000,000","196,800,000","유찰1회
80%","2018.12.05
10:00","1,156"
55,1868614,18-606,아파트,"서울특별시 송파구 문정동 150 외1필지, 올림픽훼밀리타운아파트 226동 5층 505호",114.91㎡,23.353㎡,"1,580,000,000","1,264,000,000","유찰1회
80%","2018.12.10
10:00","2,890"
56,1884953,18-101949,아파트,"서울특별시 노원구 월계동 780, 청백아파트 302동 7층 705호",114.91㎡,23.353㎡,"243,000,000","194,400,000","유찰1회
80%","2018.12.10
10:00","1,229"
57,1860768,"10-24108
(3)",아파트,"서울특별시 서초구 반포동 88-4, 서래아르드빌 2층 202호",114.91㎡,23.353㎡,"1,830,000,000","1,464,000,000","유찰1회
80%","2018.12.11
10:00","2,895"
58,1860769,"10-24108
(4)",아파트,"서울특별시 서초구 반포동 88-4, 서래아르드빌 2층 203호",114.91㎡,23.353㎡,"1,740,000,000","1,392,000,000","유찰1회
80%","2018.12.11
10:00","1,727"
59,1860770,"10-24108
(5)",아파트,"서울특별시 서초구 반포동 88-4, 서래아르드빌 3층 301호",114.91㎡,23.353㎡,"1,740,000,000","1,392,000,000","유찰1회
80%","2018.12.11
10:00","1,638"
60,1860772,"10-24108
(6)",아파트,"서울특별시 서초구 반포동 88-4, 서래아르드빌 3층 302호",114.91㎡,23.353㎡,"1,830,000,000","1,464,000,000","유찰1회
80%","2018.12.11
10:00","1,294"
61,1857809,17-11426,아파트,"경기도 부천시 중동 1186, 복사골아파트 1710동 11층 1103호",37.12㎡,466.69㎡,"257,000,000","257,000,000","신건
100%","2018.11.15
10:00",826
62,1873790,18-1228,아파트,"경기도 김포시 풍무동 764, 풍무자이 506동 1층 102호",37.12㎡,466.69㎡,"433,000,000","433,000,000","신건
100%","2018.11.15
10:00",291
63,1885971,18-2665,아파트,"경기도 김포시 운양동 1407-5, 한강신도시푸르지오 506동 2층 205호",37.12㎡,466.69㎡,"300,000,000","300,000,000","신건
100%","2018.11.15
10:00",265
64,1894190,18-6026,아파트,"경기도 고양시 일산서구 일산동 960-6, 일산2차동문아파트 202동 17층 1704호",37.12㎡,466.69㎡,"320,000,000","320,000,000","신건
100%","2018.11.15
10:00",181
65,1895606,18-6125,아파트,"경기도 파주시 와동동 1344, 가람마을9단지남양휴튼 901동 7층 704호",37.12㎡,466.69㎡,"380,000,000","380,000,000","신건
100%","2018.11.15
10:00",181
66,1889189,18-8636,아파트,"경기도 화성시 송산동 97-129, 신현대아파트 3동 5층 510호",37.12㎡,466.69㎡,"85,000,000","59,500,000","유찰1회
70%","2018.11.15
10:30",655
67,1896401,18-11926,아파트,"경기도 남양주시 진접읍 장현리 621, 풍양마을길훈아파트 104동 2층 202호",37.12㎡,466.69㎡,"223,000,000","156,100,000","유찰1회
70%","2018.11.15
10:30",367
68,1903628,18-13720,아파트,"경기도 용인시 기흥구 마북동 625, 교동마을현대필그린아파트 110동 10층 1004호",37.12㎡,466.69㎡,"410,000,000","287,000,000","유찰1회
70%","2018.11.15
10:30","1,231"
69,1902120,18-13809,아파트,"경기도 남양주시 다산동 4002-1 외1필지, 부영그린타운 103동 4층 402호",37.12㎡,466.69㎡,"496,000,000","496,000,000","신건
100%","2018.11.15
10:30",308
70,1904186,18-14192,아파트,"경기도 남양주시 화도읍 월산리 1527, 화도효성해링턴플레이스 104동 20층 2003호",37.12㎡,466.69㎡,"292,000,000","204,400,000","유찰1회
70%","2018.11.15
10:30",483
71,1905187,18-14778,아파트,"경기도 용인시 처인구 마평동 605-1 외1필지, 라이프아파트 102동 9층 903호",37.12㎡,466.69㎡,"128,000,000","128,000,000","신건
100%","2018.11.15
10:30",157
72,1910073,18-16613,아파트,"경기도 화성시 반월동 883, 반달마을두산위브아파트 203동 4층 402호",37.12㎡,466.69㎡,"295,000,000","295,000,000","신건
100%","2018.11.15
10:30",154
73,1887883,18-62514,아파트,"경기도 고양시 일산동구 풍동 532-35 외5필지, 성원아파트 103동 1층 105호",37.12㎡,466.69㎡,"210,000,000","147,000,000","유찰1회
70%","2018.11.15
10:00",820
74,1894735,18-75029,아파트,"경기도 양주시 백석읍 가업리 605, 서광아침의빛아파트 105동 15층 1506호",37.12㎡,466.69㎡,"152,000,000","106,400,000","유찰1회
70%","2018.11.15
10:30",426
75,1902122,18-76794,아파트,"경기도 구리시 교문동 808, 덕현아파트 103동 11층 1102호",37.12㎡,466.69㎡,"359,000,000","359,000,000","신건
100%","2018.11.15
10:30",329
76,1859273,17-26839,아파트,"경기도 양주시 덕계동 418-1, 해동빌딩 주건축물 1동 5층 509호",37.12㎡,466.69㎡,"158,000,000","77,420,000","유찰2회
49%","2018.11.16
10:30","1,059"
77,1873803,18-2782,아파트,"경기도 용인시 기흥구 중동 1013, 세종그랑시아1단지 124동 제1호",37.12㎡,466.69㎡,"1,170,000,000","1,170,000,000","신건
100%","2018.11.16
10:30","1,144"
78,1884092,18-6531,아파트,"경기도 용인시 기흥구 서천동 700, 서그내마을에스케이아파트 101동 3층 305호",37.12㎡,466.69㎡,"269,000,000","188,300,000","유찰1회
70%","2018.11.16
10:30","1,011"
79,1902444,18-12325,아파트,"경기도 남양주시 평내동 550 외5필지, 평내마을금호어울림 1403동 6층 602호",37.12㎡,466.69㎡,"345,000,000","345,000,000","신건
100%","2018.11.16
10:30",124
80,1902445,18-12882,아파트,"경기도 의정부시 호원동 436-1 외3필지, 한주아파트 101동 10층 1007호",37.12㎡,466.69㎡,"199,000,000","139,300,000","유찰1회
70%","2018.11.16
10:30",851
81,1903921,18-14765,아파트,"경기도 양주시 고암동 121-2, 주원마을 203동 4층 402호",37.12㎡,466.69㎡,"160,000,000","160,000,000","신건
100%","2018.11.16
10:30",84
82,1906082,18-15522,아파트,"경기도 구리시 인창동 590, 삼호아파트 2동 8층 807호",37.12㎡,466.69㎡,"300,000,000","300,000,000","신건
100%","2018.11.16
10:30",365
83,1911186,18-16952,아파트,"경기도 남양주시 호평동 616, 호평마을중흥에스-클래스 1315동 19층 1901호",37.12㎡,466.69㎡,"384,000,000","384,000,000","신건
100%","2018.11.16
10:30",142
84,1902449,18-75739,아파트,"경기도 남양주시 평내동 562, 평내마을주공아파트 1112동 1층 102호",37.12㎡,466.69㎡,"201,000,000","140,700,000","유찰1회
70%","2018.11.16
10:30",663
85,1902451,18-76107,아파트,"경기도 동두천시 동두천동 524 외1필지, 동두천신창비바패밀리1단지 106동 1층 103호",37.12㎡,466.69㎡,"197,000,000","137,900,000","유찰1회
70%","2018.11.16
10:30",306
86,1891357,18-505458,아파트,"경기도 화성시 정남면 덕절리 498, 근형심포니아파트 103동 10층 1001호",37.12㎡,466.69㎡,"160,000,000","112,000,000","유찰1회
70%","2018.11.16
10:30",322
87,1896448,18-506567,아파트,"경기도 용인시 기흥구 상하동 659, 지석마을 진흥더루벤스 101동 15층 1504호",37.12㎡,466.69㎡,"427,000,000","298,900,000","유찰1회
70%","2018.11.16
10:30",686
88,1896952,18-506604,아파트,"경기도 화성시 능동 1150, 동탄푸른마을신일해피트리 967동 1층 102호",37.12㎡,466.69㎡,"221,000,000","154,700,000","유찰1회
70%","2018.11.16
10:30",886
89,1898911,"17-14842
(2)",아파트,"경기도 하남시 창우동 520, 은행동부아파트 115동 4층 403호",37.12㎡,466.69㎡,"477,000,000","477,000,000","신건
100%","2018.11.19
10:00","1,064"
90,1861833,17-55331,아파트,"경기도 성남시 분당구 정자동 174-1, 분당더샵스타파크 104동 28층 2803호",37.12㎡,466.69㎡,"810,000,000","810,000,000","신건
100%","2018.11.19
10:00","3,402"
91,1830316,17-76353,아파트,"경기도 가평군 가평읍 읍내리 837-1, 송안아파트 2층 206호",84.93㎡,65.0962㎡,"101,000,000","24,250,000","유찰4회
24%","2018.11.19
10:30","4,213"
92,1868440,18-440,아파트,"경기도 평택시 세교동 560, 현대아파트 102동 14층 1403호",84.93㎡,65.0962㎡,"221,000,000","108,290,000","유찰2회
49%","2018.11.19
10:00","2,374"
93,1873108,18-1508,아파트,"경기도 광주시 태전동 222, 2단지성원아파트 205동 2층 204호",84.93㎡,65.0962㎡,"320,000,000","320,000,000","신건
100%","2018.11.19
10:00",251
94,1880798,18-2587,아파트,"경기도 성남시 분당구 정자동 180, 미켈란쉐르빌 38층 디-3801호",84.93㎡,65.0962㎡,"2,800,000,000","1,960,000,000","유찰1회
70%","2018.11.19
10:00","2,188"
95,1887928,18-3081,아파트,"경기도 안성시 석정동 355 외2필지, 신원아침도시 108동 10층 1002호",84.93㎡,65.0962㎡,"295,000,000","295,000,000","신건
100%","2018.11.19
10:00",105
96,1893904,18-3661,아파트,"경기도 평택시 독곡동 475, 동부아파트 106동 8층 803호",84.93㎡,65.0962㎡,"228,000,000","159,600,000","유찰1회
70%","2018.11.19
10:00",304
97,1893905,18-3722,아파트,"경기도 안성시 당왕동 535, 대우,경남아파트 207동 2층 204호",84.93㎡,65.0962㎡,"172,000,000","120,400,000","유찰1회
70%","2018.11.19
10:00",295
98,1890734,18-3818,아파트,"경기도 광주시 회덕동 295-3 외1필지, 벽산블루밍아파트 104동 7층 704호",84.93㎡,65.0962㎡,"210,000,000","210,000,000","신건
100%","2018.11.19
10:00",117
99,1889476,18-4033,아파트,"경기도 광주시 곤지암읍 곤지암리 593, 삼주노블리제아파트 102동 13층 1304호",84.93㎡,65.0962㎡,"204,000,000","204,000,000","신건
100%","2018.11.19
10:00",117
100,1903649,"18-4756
(1)",아파트,"경기도 안성시 금광면 신양복리 139-1, 홍익아파트 102동 1층 107호",84.93㎡,65.0962㎡,"73,000,000","73,000,000","신건
100%","2018.11.19
10:00",75
101,1928804,"18-4756
(2)",아파트,"경기도 안성시 금광면 신양복리 139-1, 홍익아파트 101동 3층 313호",84.93㎡,65.0962㎡,"75,000,000","75,000,000","신건
100%","2018.11.19
10:00",58
102,1928806,"18-4756
(3)",아파트,"경기도 안성시 금광면 신양복리 139-1, 홍익아파트 102동 4층 407호",84.93㎡,65.0962㎡,"75,000,000","75,000,000","신건
100%","2018.11.19
10:00",56
103,1928807,"18-4756
(4)",아파트,"경기도 안성시 금광면 신양복리 139-1, 홍익아파트 101동 14층 1413호",84.93㎡,65.0962㎡,"75,000,000","75,000,000","신건
100%","2018.11.19
10:00",68
104,1928808,"18-4756
(5)",아파트,"경기도 안성시 금광면 신양복리 139-1, 홍익아파트 102동 13층 1311호",84.93㎡,65.0962㎡,"75,000,000","75,000,000","신건
100%","2018.11.19
10:00",67
105,1928809,"18-4756
(6)",아파트,"경기도 안성시 금광면 신양복리 139-1, 홍익아파트 101동 10층 1012호",84.93㎡,65.0962㎡,"75,000,000","75,000,000","신건
100%","2018.11.19
10:00",62
106,1897342,18-4866,아파트,"경기도 성남시 분당구 야탑동 156, 목련마을 504동 15층 1501호",84.93㎡,65.0962㎡,"526,000,000","368,200,000","유찰1회
70%","2018.11.19
10:00","5,815"
107,1905456,18-5753,아파트,"경기도 광주시 초월읍 쌍동리 392, 광주초월동광모닝스카이 103동 1층 103호",84.93㎡,65.0962㎡,"257,000,000","179,900,000","유찰1회
70%","2018.11.19
10:00",584
108,1907438,18-6510,아파트,"경기도 광주시 오포읍 능평리 141-2, 오포베르빌아파트 106동 3층 302호",84.93㎡,65.0962㎡,"270,000,000","270,000,000","신건
100%","2018.11.19
10:00",158
109,1895337,18-11810,아파트,"경기도 동두천시 동두천동 524-1 외1필지, 동두천신창비바패밀리2단지아파트 201동 9층 902호",84.93㎡,65.0962㎡,"176,000,000","123,200,000","유찰1회
70%","2018.11.19
10:30",402
110,1901062,18-13588,아파트,"경기도 의정부시 장암동 37-4 외1필지, 장암2차푸르지오 202동 5층 502호",84.93㎡,65.0962㎡,"308,000,000","215,600,000","유찰1회
70%","2018.11.19
10:30",720
111,1903065,18-14291,아파트,"경기도 남양주시 도농동 2-1 외1필지, 부영그린타운 512동 19층 1903호",84.93㎡,65.0962㎡,"509,000,000","509,000,000","신건
100%","2018.11.19
10:30",153
112,1904804,18-14970,아파트,"경기도 남양주시 화도읍 차산리 874, 신창현풍림아이원2차 205동 3층 302호",84.93㎡,65.0962㎡,"250,000,000","250,000,000","신건
100%","2018.11.19
10:30",91
113,1886338,18-41380,아파트,"경기도 평택시 비전동 800-1, 은행아파트 104동 5층 508호",84.93㎡,65.0962㎡,"126,000,000","61,740,000","유찰2회
49%","2018.11.19
10:00","1,533"
114,1889787,18-41717,아파트,"경기도 안성시 석정동 355 외2필지, 신원아침도시 102동 2층 203호",84.93㎡,65.0962㎡,"245,000,000","120,050,000","유찰2회
49%","2018.11.19
10:00","1,087"
115,1890751,18-41793,아파트,"경기도 평택시 진위면 가곡리 380 외1필지, 화영아파트 103동 6층 608호",84.93㎡,65.0962㎡,"81,000,000","39,690,000","유찰2회
49%","2018.11.19
10:00","1,378"
116,1893232,18-41991,아파트,"경기도 평택시 비전동 1011, 엘에이치리더스하임 803동 20층 2001호",84.93㎡,65.0962㎡,"310,000,000","217,000,000","유찰1회
70%","2018.11.19
10:00",585
117,1904545,18-42574,아파트,"경기도 평택시 통복동 539-2 외1필지, 동아국화아파트 102동 13층 1301호",84.93㎡,65.0962㎡,"185,000,000","185,000,000","신건
100%","2018.11.19
10:00",69
118,1905469,18-42789,아파트,"경기도 평택시 지산동 1029, 삼익아파트 107동 1층 108호",84.93㎡,65.0962㎡,"126,000,000","126,000,000","신건
100%","2018.11.19
10:00",66
119,1907076,18-42888,아파트,"경기도 평택시 지산동 1094, 건영아파트 106동 2층 205호",84.93㎡,65.0962㎡,"140,000,000","140,000,000","신건
100%","2018.11.19
10:00",59
120,1910889,18-43171,아파트,"경기도 평택시 비전동 889, 벽산아파트 4동 12층 1202호",84.93㎡,65.0962㎡,"179,000,000","179,000,000","신건
100%","2018.11.19
10:00",108
121,1877545,18-50937,아파트,"경기도 광주시 오포읍 신현리 681-3, 광주신현리1차현대모닝사이드 201동 5층 501호",69.9㎡,62.7517㎡,"435,000,000","304,500,000","유찰1회
70%","2018.11.19
10:00",856
122,1884106,18-51442,아파트,"경기도 광주시 탄벌동 37, 광주산호아파트 18층 1809호",69.9㎡,62.7517㎡,"225,000,000","225,000,000","신건
100%","2018.11.19
10:00",125
123,1904313,18-53288,아파트,"경기도 광주시 장지동 692-61, 현대아파트 103동 15층 1502호",69.9㎡,62.7517㎡,"275,000,000","275,000,000","신건
100%","2018.11.19
10:00",204
124,1891315,18-74729,아파트,"경기도 남양주시 별내동 1072, 남양주별내스위첸 3101동 11층 1102호",69.9㎡,62.7517㎡,"495,000,000","495,000,000","신건
100%","2018.11.19
10:30",391
125,1897847,18-75647,아파트,"경기도 의정부시 장암동 37, 장암1차푸르지오 105동 21층 2102호",69.9㎡,62.7517㎡,"337,000,000","235,900,000","유찰1회
70%","2018.11.19
10:30",759
126,1897848,18-75920,아파트,"경기도 의정부시 호원동 351-1, 호원동삼익1차아파트 105동 2층 201호",69.9㎡,62.7517㎡,"210,000,000","147,000,000","유찰1회
70%","2018.11.19
10:30",613
127,1899838,18-76268,아파트,"경기도 의정부시 가능동 656-1 외1필지, 의정부 에스케이-뷰 106동 18층 1804호",69.9㎡,62.7517㎡,"299,000,000","209,300,000","유찰1회
70%","2018.11.19
10:30",651
128,1906732,18-77483,아파트,"경기도 동두천시 지행동 722-8 외1필지, 송내주공아파트 202동 7층 703호",69.9㎡,62.7517㎡,"164,000,000","164,000,000","신건
100%","2018.11.19
10:30",82
129,1797677,17-4006,아파트,"경기도 의정부시 신곡동 755-2, 풍림아이원아파트 102동 15층 1503호",69.9㎡,62.7517㎡,"289,000,000","202,300,000","유찰1회
70%","2018.11.20
10:30",678
130,1822917,17-11486,아파트,"경기도 양주시 덕정동 164, 은동마을 108동 2층 201호",69.9㎡,62.7517㎡,"196,000,000","137,200,000","유찰1회
70%","2018.11.20
10:30",506
131,1865577,18-47,아파트,"경기도 과천시 별양동 17, 래미안 슈르 345동 7층 702호",69.9㎡,62.7517㎡,"820,000,000","820,000,000","신건
100%","2018.11.20
10:30",566
132,1878439,18-3089,아파트,"경기도 고양시 일산서구 가좌동 1086, 가좌마을 602동 4층 404호",69.9㎡,62.7517㎡,"355,000,000","248,500,000","유찰1회
70%","2018.11.20
10:00",404
133,1893634,18-3460,아파트,"경기도 김포시 장기동 1885-6, 한강호반베르디움 512동 13층 1304호",69.9㎡,62.7517㎡,"282,000,000","197,400,000","유찰1회
70%","2018.11.20
10:00","1,196"
134,1874548,18-4072,아파트,"경기도 연천군 청산면 백의리 50-1, 백의리아느칸빌아파트 106동 3층 303호",69.9㎡,62.7517㎡,"107,000,000","107,000,000","신건
100%","2018.11.20
10:30",98
